nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
PARNAIBA;2022-03-30;270.27200317;94.22820282;132.53500366;46.20729828
SAO FRANCISCO;2022-03-30;15004.82519531;106.53869629;15004.82519531;106.53869629
TIETE;2022-03-30;937.19396973;54.66540146;930.26800537;54.26139832
TOCANTINS;2022-03-30;22362.78710938;112.50050354;9689.28222656;48.74390030
URUGUAI;2022-03-30;2796.34594727;120.20390320;2626.86499023;112.91860199
AMAZONAS;2022-03-31;28815.93750000;105.30460358;23968.68750000;87.59089661
ARAGUARI;2022-03-31;1467.06103516;205.76119995;229.09700012;32.13180161
CAPIVARI;2022-03-31;81.65100098;53.54140091;81.65100098;53.54140091
DOCE;2022-03-31;653.55700684;55.75099945;592.47198486;50.54019928
GRANDE;2022-03-31;4442.49121094;55.66569901;4442.49121094;55.66569901
IGUACU;2022-03-31;4309.75585938;119.22100067;4303.43505859;119.04609680
ITABAPOANA;2022-03-31;71.44899750;93.93340302;56.23600006;73.93299866
ITAJAI;2022-03-31;53.32899857;29.06739998;53.32899857;29.06739998
JACUI;2022-03-31;400.04199219;86.64710236;392.95999146;85.11309814
JEQUITINHONHA;2022-03-31;148.11799622;23.07620049;130.24299622;20.29129982
MUCURI;2022-03-31;20.35799980;39.04339981;20.35799980;39.04339981
PARAGUACU;2022-03-31;36.76599884;25.50690079;36.76599884;25.50690079
PARAGUAI;2022-03-31;523.26702881;76.00890350;496.19000244;72.07569885
PARAIBA DO SUL;2022-03-31;1273.03295898;79.44940186;1255.83996582;78.37629700
PARANA;2022-03-31;14913.00488281;65.46579742;14900.72070313;65.41190338
PARANAIBA;2022-03-31;4969.37597656;54.11289978;4965.54199219;54.07109833
PARANAPANEMA;2022-03-31;1172.66198730;56.25979996;1160.20996094;55.66239929
PARNAIBA;2022-03-31;270.56698608;94.33100128;132.83000183;46.31010056
SAO FRANCISCO;2022-03-31;14448.70703125;102.59010315;14448.70703125;102.59010315
TIETE;2022-03-31;933.51000977;54.45050049;926.58300781;54.04650116
TOCANTINS;2022-03-31;22626.85156250;113.82890320;9882.45312500;49.71569824
URUGUAI;2022-03-31;2482.73291016;106.72290039;2385.32495117;102.53569794
AMAZONAS;2022-04-01;28948.11914063;109.41179657;21769.74218750;82.28050232
ARAGUARI;2022-04-01;1507.36401367;170.37040710;268.68200684;30.36790085
CAPIVARI;2022-04-01;90.23000336;78.88919830;90.23000336;78.88919830
DOCE;2022-04-01;650.89599609;73.73639679;590.73297119;66.92089844
GRANDE;2022-04-01;4459.33593750;79.83059692;4459.33593750;79.83059692
IGUACU;2022-04-01;3838.57495117;124.56259918;3811.38305664;123.68019867
ITABAPOANA;2022-04-01;61.40900040;98.18979645;56.33800125;90.08159637
ITAJAI;2022-04-01;80.08999634;59.73669815;80.08999634;59.73669815
JACUI;2022-04-01;366.73599243;63.68140030;359.65399170;62.45169830
JEQUITINHONHA;2022-04-01;144.22799683;34.47349930;130.64300537;31.22640038
MUCURI;2022-04-01;19.04500008;41.53850174;19.04500008;41.53850174
PARAGUACU;2022-04-01;31.05699921;25.58609962;31.05699921;25.58609962
PARAGUAI;2022-04-01;513.89801025;91.48159790;482.97799683;85.97740173
PARAIBA DO SUL;2022-04-01;1455.47204590;108.83180237;1424.15002441;106.48970032
PARANA;2022-04-01;14621.62011719;82.22239685;14614.24902344;82.18090057
PARANAIBA;2022-04-01;4847.92089844;69.75659943;4845.71289063;69.72489929
PARANAPANEMA;2022-04-01;1335.94201660;85.87680054;1322.10400391;84.98729706
PARNAIBA;2022-04-01;272.51998901;107.65180206;134.78199768;53.24200058
SAO FRANCISCO;2022-04-01;13714.04492188;119.86049652;13714.04492188;119.86049652
TIETE;2022-04-01;1199.09301758;103.08290100;1192.16699219;102.48739624
TOCANTINS;2022-04-01;22416.21289063;122.92919922;9227.94042969;50.60549927
URUGUAI;2022-04-01;2261.79589844;95.23789978;2148.87695313;90.48320007
AMAZONAS;2022-04-02;28965.93359375;109.47910309;22021.76562500;83.23310089
ARAGUARI;2022-04-02;1476.28894043;166.85820007;256.87100220;29.03289986
CAPIVARI;2022-04-02;90.99199677;79.55539703;90.99199677;79.55539703
DOCE;2022-04-02;668.84197998;75.76940155;603.95501709;68.41870117
GRANDE;2022-04-02;4538.33496094;81.24479675;4536.56005859;81.21299744
IGUACU;2022-04-02;3516.51000977;114.11150360;3414.05908203;110.78690338
ITABAPOANA;2022-04-02;77.07800293;123.24379730;61.86500168;98.91899872
ITAJAI;2022-04-02;77.67299652;57.93399811;77.67299652;57.93399811
JACUI;2022-04-02;366.51501465;63.64300156;355.59500122;61.74689865
JEQUITINHONHA;2022-04-02;143.86799622;34.38740158;123.84799957;29.60219955
MUCURI;2022-04-02;17.67399979;38.54830170;17.67399979;38.54830170
PARAGUACU;2022-04-02;27.59600067;22.73480034;27.59600067;22.73480034
PARAGUAI;2022-04-02;507.42098999;90.32859802;483.10400391;85.99980164
PARAIBA DO SUL;2022-04-02;1552.69897461;116.10189819;1508.32202148;112.78359985
PARANA;2022-04-02;14368.46777344;80.79879761;14363.55371094;80.77120209
PARANAIBA;2022-04-02;4750.43701172;68.35399628;4750.43701172;68.35399628
PARANAPANEMA;2022-04-02;1477.71301270;94.99009705;1452.89794922;93.39489746
PARNAIBA;2022-04-02;280.73098755;110.89530182;178.56300354;70.53659821
SAO FRANCISCO;2022-04-02;12773.23144531;111.63780212;12773.23144531;111.63780212
TIETE;2022-04-02;1090.89599609;93.78140259;1083.96997070;93.18599701
TOCANTINS;2022-04-02;22040.22265625;120.86730194;8583.78125000;47.07300186
URUGUAI;2022-04-02;2062.37304688;86.84069824;1909.83203125;80.41770172
AMAZONAS;2022-04-03;28997.93945313;109.60009766;20553.12695313;77.68219757
ARAGUARI;2022-04-03;1493.55505371;168.80960083;272.39300537;30.78730011
CAPIVARI;2022-04-03;82.16000366;71.83350372;82.16000366;71.83350372
DOCE;2022-04-03;670.14801025;75.91729736;608.67401123;68.95330048
GRANDE;2022-04-03;4631.87890625;82.91940308;4615.19921875;82.62079620
IGUACU;2022-04-03;3374.81201172;109.51329803;3265.60009766;105.96939850
ITABAPOANA;2022-04-03;90.04199982;143.97250366;61.30699921;98.02670288
ITAJAI;2022-04-03;72.08100128;53.76309967;72.08100128;53.76309967
JACUI;2022-04-03;440.85998535;76.55259705;430.70800781;74.78980255
JEQUITINHONHA;2022-04-03;143.80299377;34.37189865;128.07299805;30.61210060
MUCURI;2022-04-03;17.71500015;38.63769913;17.71500015;38.63769913
PARAGUACU;2022-04-03;26.47699928;21.81290054;26.47699928;21.81290054
PARAGUAI;2022-04-03;496.53298950;88.39040375;472.21701050;84.06179810
PARAIBA DO SUL;2022-04-03;1784.73400879;133.45210266;1764.08496094;131.90809631
PARANA;2022-04-03;14147.39453125;79.55560303;14141.25292969;79.52110291
PARANAIBA;2022-04-03;4707.13378906;67.73090363;4693.20410156;67.53040314
PARANAPANEMA;2022-04-03;1537.51000977;98.83390045;1528.51599121;98.25579834
PARNAIBA;2022-04-03;284.33401489;112.31860352;148.11000061;58.50690079
SAO FRANCISCO;2022-04-03;11842.24609375;103.50099945;11842.24609375;103.50099945
TIETE;2022-04-03;917.97198486;78.91560364;911.04602051;78.32019806
TOCANTINS;2022-04-03;21652.70507813;118.74220276;7531.49609375;41.30229950
URUGUAI;2022-04-03;2206.76904297;92.92089844;2042.77197266;86.01540375
AMAZONAS;2022-04-04;28962.96093750;109.46790314;22739.97656250;85.94760132
ARAGUARI;2022-04-04;1458.46997070;164.84419250;283.66101074;32.06090164
CAPIVARI;2022-04-04;75.55100250;66.05519867;75.55100250;66.05519867
DOCE;2022-04-04;688.40399170;77.98549652;613.16101074;69.46160126
GRANDE;2022-04-04;4674.57812500;83.68379974;4674.57812500;83.68379974
IGUACU;2022-04-04;3359.55297852;109.01820374;3336.44311523;108.26830292
ITABAPOANA;2022-04-04;118.91300201;190.13580322;59.75199890;95.54039764
ITAJAI;2022-04-04;71.88700104;53.61840057;71.88700104;53.61840057
JACUI;2022-04-04;1544.94299316;268.26971436;1534.02294922;266.37350464
JEQUITINHONHA;2022-04-04;141.96000671;33.93140030;129.08999634;30.85519981
MUCURI;2022-04-04;18.15999985;39.60829926;18.15999985;39.60829926
PARAGUACU;2022-04-04;26.49600029;21.82850075;26.49600029;21.82850075
PARAGUAI;2022-04-04;485.95199585;86.50679779;461.63500977;82.17800140
PARAIBA DO SUL;2022-04-04;1640.29699707;122.65190125;1586.01098633;118.59269714
PARANA;2022-04-04;14085.09179688;79.20529938;14079.25683594;79.17250061
PARANAIBA;2022-04-04;4618.76904297;66.45939636;4615.51904297;66.41259766
PARANAPANEMA;2022-04-04;1542.00000000;99.12259674;1529.54699707;98.32209778
PARNAIBA;2022-04-04;276.95098877;109.40209961;140.72700500;55.59040070
SAO FRANCISCO;2022-04-04;10901.74023438;95.28099823;10901.74023438;95.28099823
TIETE;2022-04-04;909.86602783;78.21880341;902.93902588;77.62329865
TOCANTINS;2022-04-04;21053.30468750;115.45510101;7513.99804688;41.20629883
URUGUAI;2022-04-04;4002.25805664;168.52389526;3924.92895508;165.26780701
AMAZONAS;2022-04-05;28887.34570313;109.18209839;22772.95117188;86.07219696
ARAGUARI;2022-04-05;1427.30505371;161.32170105;314.33099365;35.52740097
CAPIVARI;2022-04-05;73.70899963;64.44470215;73.70899963;64.44470215
DOCE;2022-04-05;688.39398193;77.98429871;597.19897461;67.65339661
GRANDE;2022-04-05;4629.94384766;82.88480377;4629.94384766;82.88480377
IGUACU;2022-04-05;3443.81396484;111.75250244;3438.06689453;111.56600189
ITABAPOANA;2022-04-05;131.80999756;210.75740051;54.05599976;86.43280029
ITAJAI;2022-04-05;83.07099915;61.96020126;83.07099915;61.96020126
JACUI;2022-04-05;1784.01196289;309.78259277;1573.95397949;273.30731201
JEQUITINHONHA;2022-04-05;139.78999329;33.41270065;128.35000610;30.67830086
MUCURI;2022-04-05;17.30100060;37.73469925;17.30100060;37.73469925
PARAGUACU;2022-04-05;26.31500053;21.67939949;26.31500053;21.67939949
PARAGUAI;2022-04-05;475.13500977;84.58119965;450.81799316;80.25240326
PARAIBA DO SUL;2022-04-05;1523.76501465;113.93840027;1486.66601563;111.16429901
PARANA;2022-04-05;14107.89355469;79.33350372;14106.05175781;79.32319641
PARANAIBA;2022-04-05;4479.00292969;64.44830322;4473.89111328;64.37470245
PARANAPANEMA;2022-04-05;1526.53796387;98.12860107;1515.00805664;97.38749695
PARNAIBA;2022-04-05;278.14700317;109.87460327;141.92300415;56.06290054
SAO FRANCISCO;2022-04-05;10091.21582031;88.19699860;10091.21582031;88.19699860
TIETE;2022-04-05;873.91802979;75.12840271;866.99200439;74.53299713
TOCANTINS;2022-04-05;20450.72265625;112.15059662;7699.69580078;42.22470093
URUGUAI;2022-04-05;5458.49023438;229.84170532;5233.20019531;220.35539246
AMAZONAS;2022-04-06;28829.54687500;108.96360016;23060.57812500;87.15930176
ARAGUARI;2022-04-06;1395.55700684;157.73339844;358.10400391;40.47480011
CAPIVARI;2022-04-06;71.35800171;62.38919830;71.35800171;62.38919830
DOCE;2022-04-06;677.23297119;76.72000122;600.96197510;68.07959747
GRANDE;2022-04-06;4511.50878906;80.76450348;4511.50878906;80.76450348
IGUACU;2022-04-06;3569.24096680;115.82260132;3561.77001953;115.58020020
ITABAPOANA;2022-04-06;107.36799622;171.67590332;53.27799988;85.18879700
ITAJAI;2022-04-06;90.74500275;67.68399811;90.74500275;67.68399811
JACUI;2022-04-06;1349.94299316;234.40919495;1193.72302246;207.28250122
JEQUITINHONHA;2022-04-06;136.36700439;32.59450150;125.64199829;30.03100014
MUCURI;2022-04-06;16.20400047;35.34209824;16.20400047;35.34209824
PARAGUACU;2022-04-06;25.29100037;20.83580017;25.29100037;20.83580017
PARAGUAI;2022-04-06;465.12799072;82.79979706;440.81100464;78.47100067
PARAIBA DO SUL;2022-04-06;1423.75805664;106.46040344;1422.60302734;106.37400055
PARANA;2022-04-06;14045.38574219;78.98200226;14043.54296875;78.97160339
PARANAIBA;2022-04-06;4314.34082031;62.07899857;4306.67480469;61.96870041
PARANAPANEMA;2022-04-06;1483.68896484;95.37419891;1453.09594727;93.40769958
PARNAIBA;2022-04-06;253.89500427;100.29450226;216.05499268;85.34680176
SAO FRANCISCO;2022-04-06;9236.28515625;80.72499847;9230.61718750;80.67539978
TIETE;2022-04-06;795.96301270;68.42680359;789.03698730;67.83139801
TOCANTINS;2022-04-06;19997.85351563;109.66709900;8143.68701172;44.65950012
URUGUAI;2022-04-06;5565.13623047;234.33230591;5313.58300781;223.74009705
AMAZONAS;2022-04-07;28761.87304688;108.70790100;23164.11132813;87.55069733
ARAGUARI;2022-04-07;1367.10400391;154.51750183;382.21099854;43.19950104
CAPIVARI;2022-04-07;74.78900146;65.38890076;74.78900146;65.38890076
DOCE;2022-04-07;649.97998047;73.63259888;572.39697266;64.84369659
GRANDE;2022-04-07;4382.70214844;78.45870209;4382.70214844;78.45870209
IGUACU;2022-04-07;3650.06494141;118.44539642;3640.86889648;118.14700317
ITABAPOANA;2022-04-07;80.79599762;129.18859863;57.13199997;91.35109711
ITAJAI;2022-04-07;77.62000275;57.89440155;77.62000275;57.89440155
JACUI;2022-04-07;1010.64398193;175.49200439;992.56896973;172.35339355
JEQUITINHONHA;2022-04-07;132.72500610;31.72400093;122.00000000;29.16049957
MUCURI;2022-04-07;12.59899998;27.47929955;12.59899998;27.47929955
PARAGUACU;2022-04-07;23.40399933;19.28120041;23.40399933;19.28120041
PARAGUAI;2022-04-07;448.61401367;79.86009979;424.29699707;75.53130341
PARAIBA DO SUL;2022-04-07;1403.43505859;104.94080353;1403.43505859;104.94080353
PARANA;2022-04-07;13909.08105469;78.21549988;13907.23925781;78.20520020
PARANAIBA;2022-04-07;4167.74414063;59.96960068;4158.79980469;59.84090042
PARANAPANEMA;2022-04-07;1399.44995117;89.95919800;1392.20996094;89.49379730
PARNAIBA;2022-04-07;227.21400452;89.75479889;227.21400452;89.75479889
SAO FRANCISCO;2022-04-07;8575.61816406;74.95069885;8447.43359375;73.83039856
TIETE;2022-04-07;755.89501953;64.98229980;748.96801758;64.38680267
TOCANTINS;2022-04-07;19437.10156250;106.59200287;8942.66699219;49.04109955
URUGUAI;2022-04-07;5106.85595703;215.03540039;4932.65185547;207.70010376
AMAZONAS;2022-04-08;28553.59765625;107.92070007;23443.21679688;88.60559845
ARAGUARI;2022-04-08;1363.56396484;154.11740112;439.42700195;49.66640091
CAPIVARI;2022-04-08;80.12599945;70.05519867;80.12599945;70.05519867
DOCE;2022-04-08;639.47302246;72.44229889;575.56597900;65.20269775
GRANDE;2022-04-08;4273.71582031;76.50759888;4273.71582031;76.50759888
IGUACU;2022-04-08;3870.15502930;125.58730316;3863.83300781;125.38220215
ITABAPOANA;2022-04-08;73.41000366;117.37879944;56.50699997;90.35179901
ITAJAI;2022-04-08;72.30999756;53.93389893;72.30999756;53.93389893
JACUI;2022-04-08;785.10601807;136.32879639;777.68798828;135.04069519
JEQUITINHONHA;2022-04-08;129.20500183;30.88260078;119.19499969;28.49010086
MUCURI;2022-04-08;13.35499954;29.12820053;13.35499954;29.12820053
PARAGUACU;2022-04-08;21.01399994;17.31220055;21.01399994;17.31220055
PARAGUAI;2022-04-08;435.12100220;77.45809937;410.80499268;73.12950134
PARAIBA DO SUL;2022-04-08;1392.26293945;104.10540009;1390.82995605;103.99819946
PARANA;2022-04-08;13716.71582031;77.13379669;13714.87304688;77.12339783
PARANAIBA;2022-04-08;4029.84204102;57.98529816;4017.35400391;57.80559921
PARANAPANEMA;2022-04-08;1256.40197754;80.76380157;1249.25305176;80.30429840
PARNAIBA;2022-04-08;221.49600220;87.49610138;221.49600220;87.49610138
SAO FRANCISCO;2022-04-08;8043.86083984;70.30319977;7910.00878906;69.13330078
TIETE;2022-04-08;704.96197510;60.60369873;698.03601074;60.00830078
TOCANTINS;2022-04-08;18833.32031250;103.28089905;9495.55371094;52.07310104
URUGUAI;2022-04-08;4903.86914063;206.48820496;4820.10302734;202.96099854
AMAZONAS;2022-04-09;28224.96093750;106.67849731;24408.58203125;92.25420380
ARAGUARI;2022-04-09;1360.17895508;153.73480225;421.24200439;47.61100006
CAPIVARI;2022-04-09;87.75199890;76.72270203;87.75199890;76.72270203
DOCE;2022-04-09;625.41699219;70.84999847;529.70098877;60.00690079
GRANDE;2022-04-09;4198.35498047;75.15850067;4198.35498047;75.15850067
IGUACU;2022-04-09;4673.93798828;151.67030334;4614.64111328;149.74609375
ITABAPOANA;2022-04-09;68.35600281;109.29769897;54.83300018;87.67510223
ITAJAI;2022-04-09;128.02099609;95.48699951;128.02099609;95.48699951
JACUI;2022-04-09;675.66699219;117.32540131;631.66497803;109.68470001
JEQUITINHONHA;2022-04-09;127.50700378;30.47680092;110.34700012;26.37520027
MUCURI;2022-04-09;13.84899998;30.20569992;13.84899998;30.20569992
PARAGUACU;2022-04-09;19.14599991;15.77330017;19.14599991;15.77330017
PARAGUAI;2022-04-09;425.45199585;75.73690033;401.13598633;71.40830231
PARAIBA DO SUL;2022-04-09;1363.99902344;101.99199677;1361.84997559;101.83129883
PARANA;2022-04-09;13514.86035156;75.99870300;13513.01757813;75.98829651
PARANAIBA;2022-04-09;3951.12011719;56.85260010;3940.89697266;56.70550156
PARANAPANEMA;2022-04-09;1137.24597168;73.10420227;1108.40905762;71.25060272
PARNAIBA;2022-04-09;221.29200745;87.41549683;221.29200745;87.41549683
SAO FRANCISCO;2022-04-09;7634.41699219;66.72470093;7501.00097656;65.55860138
TIETE;2022-04-09;704.40698242;60.55599976;697.47998047;59.96049881
TOCANTINS;2022-04-09;18271.07421875;100.19750214;9144.71679688;50.14910126
URUGUAI;2022-04-09;5015.15576172;211.17419434;4875.18994141;205.28059387
AMAZONAS;2022-04-10;27720.31640625;104.77120209;23509.86523438;88.85749817
ARAGUARI;2022-04-10;1370.47094727;154.89799500;415.61898804;46.97549820
CAPIVARI;2022-04-10;77.71199799;67.94460297;77.71199799;67.94460297
DOCE;2022-04-10;616.92401123;69.88790131;522.79901123;59.22499847
GRANDE;2022-04-10;4098.50097656;73.37090302;4098.50097656;73.37090302
IGUACU;2022-04-10;5372.74707031;174.34680176;5263.83789063;170.81260681
ITABAPOANA;2022-04-10;65.26200104;104.35060120;55.12099838;88.13559723
ITAJAI;2022-04-10;188.98800659;140.96049500;188.98800659;140.96049500
JACUI;2022-04-10;615.39001465;106.85859680;599.24298096;104.05480194
JEQUITINHONHA;2022-04-10;123.58599854;29.53960037;104.28099823;24.92530060
MUCURI;2022-04-10;15.48099995;33.76520157;15.48099995;33.76520157
PARAGUACU;2022-04-10;17.79000092;14.65620041;17.79000092;14.65620041
PARAGUAI;2022-04-10;418.33801270;74.47049713;394.02200317;70.14189911
PARAIBA DO SUL;2022-04-10;1482.54602051;110.85620117;1468.93395996;109.83840179
PARANA;2022-04-10;13265.70898438;74.59760284;13263.86621094;74.58730316
PARANAIBA;2022-04-10;3939.50610352;56.68550110;3928.59008789;56.52840042
PARANAPANEMA;2022-04-10;1062.66503906;68.30999756;1045.49902344;67.20659637
PARNAIBA;2022-04-10;214.84399414;84.86840057;214.84399414;84.86840057
SAO FRANCISCO;2022-04-10;7396.60009766;64.64620209;7263.18408203;63.48009872
TIETE;2022-04-10;665.18701172;57.18439865;658.43798828;56.60419846
TOCANTINS;2022-04-10;17875.12695313;98.02619934;8748.76855469;47.97779846
URUGUAI;2022-04-10;4751.18896484;200.05920410;4539.29785156;191.13710022
AMAZONAS;2022-04-11;27275.90039063;103.09149933;23854.41406250;90.15969849
ARAGUARI;2022-04-11;1404.71997070;158.76899719;425.71099854;48.11619949
CAPIVARI;2022-04-11;71.35800171;62.38919830;71.35800171;62.38919830
DOCE;2022-04-11;612.61901855;69.40019989;539.22497559;61.08580017
GRANDE;2022-04-11;4079.10888672;73.02380371;4079.10888672;73.02380371
IGUACU;2022-04-11;5898.34277344;191.40249634;5887.99804688;191.06680298
ITABAPOANA;2022-04-11;62.47299957;99.89109802;52.33200073;83.67620087
ITAJAI;2022-04-11;145.71499634;108.68450165;145.71499634;108.68450165
JACUI;2022-04-11;684.89001465;118.92690277;677.80798340;117.69709778
JEQUITINHONHA;2022-04-11;125.22399902;29.93110085;105.91899872;25.31679916
MUCURI;2022-04-11;14.99100018;32.69649887;14.99100018;32.69649887
PARAGUACU;2022-04-11;16.86100006;13.89080048;16.86100006;13.89080048
PARAGUAI;2022-04-11;411.14001465;73.18910217;386.82299805;68.86029816
PARAIBA DO SUL;2022-04-11;1463.95495605;109.46610260;1458.22302246;109.03749847
PARANA;2022-04-11;12929.83496094;72.70890045;12927.99218750;72.69850159
PARANAIBA;2022-04-11;3985.13793945;57.34209824;3981.54101563;57.29029846
PARANAPANEMA;2022-04-11;1038.03503418;66.72679901;1025.29504395;65.90779877
PARNAIBA;2022-04-11;208.22200012;82.25250244;208.22200012;82.25250244
SAO FRANCISCO;2022-04-11;7278.14404297;63.61080170;7144.72802734;62.44480133
TIETE;2022-04-11;680.51397705;58.50199890;672.34497070;57.79970169
TOCANTINS;2022-04-11;17360.98242188;95.20670319;9093.00097656;49.86550140
URUGUAI;2022-04-11;4702.36376953;198.00340271;4523.59423828;190.47590637
AMAZONAS;2022-04-12;26924.56250000;101.76360321;23645.31250000;89.36940002
ARAGUARI;2022-04-12;1427.94799805;161.39439392;402.00000000;45.43619919
CAPIVARI;2022-04-12;69.06999969;60.38880157;69.06999969;60.38880157
DOCE;2022-04-12;614.06201172;69.56369781;558.18798828;63.23400116
GRANDE;2022-04-12;4108.43408203;73.54869843;4108.43408203;73.54869843
IGUACU;2022-04-12;7780.17187500;252.46820068;7774.13378906;252.27229309
ITABAPOANA;2022-04-12;57.94300079;92.64790344;52.87300110;84.54119873
ITAJAI;2022-04-12;139.34599304;103.93399811;139.34599304;103.93399811
JACUI;2022-04-12;731.50500488;127.02130127;724.42297363;125.79149628
JEQUITINHONHA;2022-04-12;126.79000092;30.30540085;97.47499847;23.29850006
MUCURI;2022-04-12;14.32100010;31.23509979;14.32100010;31.23509979
PARAGUACU;2022-04-12;15.75100040;12.97630024;15.75100040;12.97630024
PARAGUAI;2022-04-12;413.76501465;73.65640259;389.44799805;69.32759857
PARAIBA DO SUL;2022-04-12;1323.65905762;98.97560120;1322.22595215;98.86840057
PARANA;2022-04-12;12868.41406250;72.36350250;12866.57128906;72.35310364
PARANAIBA;2022-04-12;4079.48706055;58.69969940;4069.72192383;58.55920029
PARANAPANEMA;2022-04-12;1066.35302734;68.54709625;1040.83898926;66.90699768
PARNAIBA;2022-04-12;204.81700134;80.90750122;204.81700134;80.90750122
SAO FRANCISCO;2022-04-12;7166.40185547;62.63420105;7032.98583984;61.46820068
TIETE;2022-04-12;683.57800293;58.76539993;661.91101074;56.90269852
TOCANTINS;2022-04-12;16955.05468750;92.98059845;10443.94335938;57.27399826
URUGUAI;2022-04-12;5094.09716797;214.49809265;4764.05712891;200.60110474
AMAZONAS;2022-04-13;26646.00585938;100.71080017;23601.73046875;89.20469666
ARAGUARI;2022-04-13;1430.91296387;161.72950745;408.68899536;46.19219971
CAPIVARI;2022-04-13;73.07299805;63.88859940;73.07299805;63.88859940
DOCE;2022-04-13;614.43402100;69.60579681;559.91601563;63.42979813
GRANDE;2022-04-13;4147.17675781;74.24230194;4147.17675781;74.24230194
IGUACU;2022-04-13;8176.83203125;265.33990479;8176.83203125;265.33990479
ITABAPOANA;2022-04-13;54.63000107;87.35060120;52.93999863;84.64830017
ITAJAI;2022-04-13;242.61700439;180.96080017;224.97599792;167.80290222
JACUI;2022-04-13;636.87298584;110.58899689;629.79101563;109.35929871
JEQUITINHONHA;2022-04-13;132.13999939;31.58419991;117.83999634;28.16620064
MUCURI;2022-04-13;13.85799980;30.22529984;13.85799980;30.22529984
PARAGUACU;2022-04-13;14.33800030;11.81229973;14.33800030;11.81229973
PARAGUAI;2022-04-13;414.94198608;73.86589813;390.62500000;69.53710175
PARAIBA DO SUL;2022-04-13;1234.93505859;92.34130096;1234.93505859;92.34130096
PARANA;2022-04-13;14047.19921875;78.99220276;14045.35742188;78.98179626
PARANAIBA;2022-04-13;4174.33593750;60.06439972;4169.35107422;59.99269867
PARANAPANEMA;2022-04-13;1177.69299316;75.70429993;1164.85595703;74.87909698
PARNAIBA;2022-04-13;205.97399902;81.36450195;205.97399902;81.36450195
SAO FRANCISCO;2022-04-13;7005.92382813;61.23160172;6884.27978516;60.16849899
TIETE;2022-04-13;685.63201904;58.94200134;665.03002930;57.17089844
TOCANTINS;2022-04-13;16223.88964844;88.97090149;10524.53808594;57.71599960
URUGUAI;2022-04-13;5149.26416016;216.82110596;4805.57714844;202.34939575
AMAZONAS;2022-04-14;26104.32421875;98.66339874;23116.41601563;87.37039948
ARAGUARI;2022-04-14;1444.28002930;163.24029541;431.67001343;48.78969955
CAPIVARI;2022-04-14;76.56800079;66.94429779;76.56800079;66.94429779
DOCE;2022-04-14;665.91699219;75.43800354;609.37799072;69.03309631
GRANDE;2022-04-14;4122.37207031;73.79830170;4117.47802734;73.71060181
IGUACU;2022-04-14;7848.27490234;254.67820740;7848.27490234;254.67820740
ITABAPOANA;2022-04-14;62.20299911;99.45939636;55.44200134;88.64890289
ITAJAI;2022-04-14;239.26499939;178.46060181;226.91600037;169.24989319
JACUI;2022-04-14;534.18200684;92.75740051;527.09997559;91.52760315
JEQUITINHONHA;2022-04-14;139.31199646;33.29840088;116.43199921;27.82959938
MUCURI;2022-04-14;13.00899982;28.37360001;13.00899982;28.37360001
PARAGUACU;2022-04-14;13.51299953;11.13259983;13.51299953;11.13259983
PARAGUAI;2022-04-14;417.83599854;74.38110352;393.51901245;70.05229950
PARAIBA DO SUL;2022-04-14;1341.25695801;100.29149628;1341.25695801;100.29149628
PARANA;2022-04-14;14783.02539063;83.12999725;14781.18261719;83.11959839
PARANAIBA;2022-04-14;4291.99511719;61.75740051;4289.07714844;61.71549988
PARANAPANEMA;2022-04-14;1258.12402344;80.87449646;1251.66699219;80.45939636
PARNAIBA;2022-04-14;205.57000732;81.20490265;205.57000732;81.20490265
SAO FRANCISCO;2022-04-14;6856.65087891;59.92699814;6747.21484375;58.97050095
TIETE;2022-04-14;684.66400146;58.85879898;673.29797363;57.88169861
TOCANTINS;2022-04-14;15947.70214844;87.45629883;9915.86035156;54.37799835
URUGUAI;2022-04-14;4644.83691406;195.58110046;4397.65478516;185.17289734
AMAZONAS;2022-04-15;25495.02929688;96.36060333;21829.93359375;82.50800323
ARAGUARI;2022-04-15;1464.42297363;165.51699829;389.25399780;43.99560165
CAPIVARI;2022-04-15;73.77200317;64.49980164;73.77200317;64.49980164
DOCE;2022-04-15;720.37799072;81.60759735;644.86199951;73.05280304
GRANDE;2022-04-15;4058.47290039;72.65429688;4058.47290039;72.65429688
IGUACU;2022-04-15;6950.88281250;225.55760193;6902.18310547;223.97729492
ITABAPOANA;2022-04-15;92.08799744;147.24400330;53.21099854;85.08170319
ITAJAI;2022-04-15;183.06100464;136.53970337;183.06100464;136.53970337
JACUI;2022-04-15;477.50698853;82.91609955;470.42498779;81.68640137
JEQUITINHONHA;2022-04-15;148.33200073;35.45439911;126.16699982;30.15649986
MUCURI;2022-04-15;13.62899971;29.72579956;13.62899971;29.72579956
PARAGUACU;2022-04-15;14.68000031;12.09399986;14.68000031;12.09399986
PARAGUAI;2022-04-15;416.05599976;74.06430054;391.73901367;69.73549652
PARAIBA DO SUL;2022-04-15;1317.37500000;98.50569916;1317.37500000;98.50569916
PARANA;2022-04-15;14599.96875000;82.10060120;14598.12695313;82.09030151
