nom_ree;ear_data;ear_max_ree;ear_verif_ree_mwmes;ear_verif_ree_percentual
MADEIRA;2023-11-09;313.73;36.435;11.6135
MANAUS-AMAPA;2023-11-09;785.737;276.238;35.1565
NORDESTE;2023-11-09;51691.226;30484.049;58.9734
NORTE;2023-11-09;14488.55;7955.959;54.912
PARANA;2023-11-09;140595.976;94639.397;67.313
PARANAPANEMA;2023-11-09;11832.754;9903.701;83.6973
SUDESTE;2023-11-09;50972.214;33956.206;66.6171
SUL;2023-11-09;10134.571;9586.715;94.5942
TELES PIRES;2023-11-09;900.655;211.061;23.4342
BELO MONTE;2023-11-10;28.109;8.521;30.3141
IGUACU;2023-11-10;10324.672;8593.833;83.2359
MADEIRA;2023-11-10;313.73;35.498;11.3148
MANAUS-AMAPA;2023-11-10;785.737;273.092;34.7562
NORDESTE;2023-11-10;51691.226;30433.724;58.876
NORTE;2023-11-10;14488.55;7897.137;54.5061
PARANA;2023-11-10;140595.976;94198.261;66.9993
PARANAPANEMA;2023-11-10;11832.754;9872.54;83.434
SUDESTE;2023-11-10;50972.214;33862.793;66.4338
SUL;2023-11-10;10134.571;9451.849;93.2634
TELES PIRES;2023-11-10;900.655;210.177;23.336
BELO MONTE;2023-11-11;28.109;8.24;29.3145
IGUACU;2023-11-11;10324.672;8531.798;82.6351
MADEIRA;2023-11-11;313.73;34.63;11.0382
MANAUS-AMAPA;2023-11-11;785.737;270.179;34.3854
NORDESTE;2023-11-11;51691.226;30377.585;58.7674
NORTE;2023-11-11;14488.55;7853.904;54.2077
PARANA;2023-11-11;140595.976;93851.928;66.7529
PARANAPANEMA;2023-11-11;11832.754;9843.24;83.1864
SUDESTE;2023-11-11;50972.214;33799.638;66.3099
SUL;2023-11-11;10134.571;9440.235;93.1488
TELES PIRES;2023-11-11;900.655;208.32;23.1298
BELO MONTE;2023-11-12;28.109;8.031;28.5709
IGUACU;2023-11-12;10324.672;8484.31;82.1751
MADEIRA;2023-11-12;313.73;33.742;10.7551
MANAUS-AMAPA;2023-11-12;785.737;267.345;34.0247
NORDESTE;2023-11-12;51691.226;30340.696;58.696
NORTE;2023-11-12;14488.55;7795.299;53.8032
PARANA;2023-11-12;140595.976;93491.865;66.4968
PARANAPANEMA;2023-11-12;11832.754;9815.968;82.9559
SUDESTE;2023-11-12;50972.214;33721.728;66.1571
SUL;2023-11-12;10134.571;9439.164;93.1383
TELES PIRES;2023-11-12;900.655;206.553;22.9336
BELO MONTE;2023-11-13;28.109;7.861;27.9661
IGUACU;2023-11-13;10324.672;8422.885;81.5802
MADEIRA;2023-11-13;313.73;32.946;10.5014
MANAUS-AMAPA;2023-11-13;785.737;262.449;33.4016
NORDESTE;2023-11-13;51691.226;30255.03;58.5303
NORTE;2023-11-13;14488.55;7718.865;53.2756
PARANA;2023-11-13;140595.976;92747.526;65.9674
PARANAPANEMA;2023-11-13;11832.754;9785.2;82.6959
SUDESTE;2023-11-13;50972.214;33598.502;65.9153
SUL;2023-11-13;10134.571;9385.784;92.6116
TELES PIRES;2023-11-13;900.655;205.581;22.8257
BELO MONTE;2023-11-14;28.109;7.591;27.0056
IGUACU;2023-11-14;10324.672;8429.057;81.6399
MADEIRA;2023-11-14;313.73;32.013;10.204
MANAUS-AMAPA;2023-11-14;785.737;258.172;32.8573
NORDESTE;2023-11-14;51691.226;30139.734;58.3073
NORTE;2023-11-14;14488.55;7650.824;52.806
PARANA;2023-11-14;140595.976;92275.949;65.632
PARANAPANEMA;2023-11-14;11832.754;9781.373;82.6635
SUDESTE;2023-11-14;50972.214;33480.152;65.6831
SUL;2023-11-14;10134.571;9322.284;91.985
TELES PIRES;2023-11-14;900.655;202.93;22.5314
BELO MONTE;2023-11-15;28.109;7.493;26.6569
IGUACU;2023-11-15;10324.672;8482.114;82.1538
MADEIRA;2023-11-15;313.73;31.15;9.9289
MANAUS-AMAPA;2023-11-15;785.737;254.281;32.3621
NORDESTE;2023-11-15;51691.226;30053.628;58.1407
NORTE;2023-11-15;14488.55;7608.655;52.515
PARANA;2023-11-15;140595.976;91837.174;65.3199
PARANAPANEMA;2023-11-15;11832.754;9779.34;82.6464
SUDESTE;2023-11-15;50972.214;33382.935;65.4924
SUL;2023-11-15;10134.571;9342.463;92.1841
TELES PIRES;2023-11-15;900.655;201.075;22.3254
BELO MONTE;2023-11-16;28.109;7.424;26.4115
IGUACU;2023-11-16;10324.672;8522.588;82.5458
MADEIRA;2023-11-16;313.73;30.104;9.5955
MANAUS-AMAPA;2023-11-16;785.737;249.177;31.7125
NORDESTE;2023-11-16;51691.226;29928.027;57.8977
NORTE;2023-11-16;14488.55;7556.815;52.1572
PARANA;2023-11-16;140595.976;91209.174;64.8732
PARANAPANEMA;2023-11-16;11832.754;9752.819;82.4222
SUDESTE;2023-11-16;50972.214;33266.306;65.2636
SUL;2023-11-16;10134.571;9731.568;96.0235
TELES PIRES;2023-11-16;900.655;199.221;22.1196
BELO MONTE;2023-11-17;28.109;7.293;25.9454
IGUACU;2023-11-17;10324.672;8699.019;84.2547
MADEIRA;2023-11-17;313.73;29.084;9.2704
MANAUS-AMAPA;2023-11-17;785.737;243.549;30.9962
NORDESTE;2023-11-17;51691.226;29800.329;57.6507
NORTE;2023-11-17;14488.55;7495.091;51.7311
PARANA;2023-11-17;140595.976;90664.602;64.4859
PARANAPANEMA;2023-11-17;11832.754;9734.269;82.2655
SUDESTE;2023-11-17;50972.214;33133.649;65.0034
SUL;2023-11-17;10134.571;9989.858;98.5721
TELES PIRES;2023-11-17;900.655;197.455;21.9235
BELO MONTE;2023-11-18;28.109;7.161;25.4758
IGUACU;2023-11-18;10324.672;8853.544;85.7513
MADEIRA;2023-11-18;313.73;27.909;8.8959
MANAUS-AMAPA;2023-11-18;785.737;239.676;30.5033
NORDESTE;2023-11-18;51691.226;29677.39;57.4128
NORTE;2023-11-18;14488.55;7469.35;51.5535
PARANA;2023-11-18;140595.976;90264.018;64.201
PARANAPANEMA;2023-11-18;11832.754;9687.778;81.8726
SUDESTE;2023-11-18;50972.214;33039.336;64.8183
SUL;2023-11-18;10134.571;10081.1;99.4724
TELES PIRES;2023-11-18;900.655;195.601;21.7176
BELO MONTE;2023-11-19;28.109;7.001;24.9066
IGUACU;2023-11-19;10324.672;8986.58;87.0399
MADEIRA;2023-11-19;313.73;26.646;8.4933
MANAUS-AMAPA;2023-11-19;785.737;235.733;30.0015
NORDESTE;2023-11-19;51691.226;29565.283;57.1959
NORTE;2023-11-19;14488.55;7456.255;51.4631
PARANA;2023-11-19;140595.976;90071.402;64.064
PARANAPANEMA;2023-11-19;11832.754;9642.098;81.4865
SUDESTE;2023-11-19;50972.214;32976.987;64.696
SUL;2023-11-19;10134.571;10125.601;99.9115
TELES PIRES;2023-11-19;900.655;193.836;21.5217
BELO MONTE;2023-11-20;28.109;6.839;24.3303
IGUACU;2023-11-20;10324.672;9110.755;88.2426
MADEIRA;2023-11-20;313.73;25.409;8.099
MANAUS-AMAPA;2023-11-20;785.737;231.037;29.4039
NORDESTE;2023-11-20;51691.226;29435.087;56.9441
NORTE;2023-11-20;14488.55;7451.208;51.4283
PARANA;2023-11-20;140595.976;89735.321;63.825
PARANAPANEMA;2023-11-20;11832.754;9587.413;81.0244
SUDESTE;2023-11-20;50972.214;32906.93;64.5586
SUL;2023-11-20;10134.571;10081.347;99.4748
TELES PIRES;2023-11-20;900.655;190.218;21.12
BELO MONTE;2023-11-21;28.109;6.68;23.7646
IGUACU;2023-11-21;10324.672;9302.029;90.0952
MADEIRA;2023-11-21;313.73;24.246;7.7283
MANAUS-AMAPA;2023-11-21;785.737;225.518;28.7015
NORDESTE;2023-11-21;51691.226;29323.509;56.7282
NORTE;2023-11-21;14488.55;7436.442;51.3263
PARANA;2023-11-21;140595.976;89599.703;63.7285
PARANAPANEMA;2023-11-21;11832.754;9519.941;80.4541
SUDESTE;2023-11-21;50972.214;32859.603;64.4657
SUL;2023-11-21;10134.571;9912.337;97.8072
TELES PIRES;2023-11-21;900.655;186.602;20.7185
BELO MONTE;2023-11-22;28.109;6.398;22.7614
IGUACU;2023-11-22;10324.672;9445.522;91.485
MADEIRA;2023-11-22;313.73;23.247;7.4099
MANAUS-AMAPA;2023-11-22;785.737;220.084;28.0099
NORDESTE;2023-11-22;51691.226;29231.361;56.5499
NORTE;2023-11-22;14488.55;7404.546;51.1062
PARANA;2023-11-22;140595.976;89473.447;63.6387
PARANAPANEMA;2023-11-22;11832.754;9473.234;80.0594
SUDESTE;2023-11-22;50972.214;32768.58;64.2871
SUL;2023-11-22;10134.571;9826.565;96.9608
TELES PIRES;2023-11-22;900.655;182.018;20.2095
BELO MONTE;2023-11-23;28.109;6.274;22.3203
IGUACU;2023-11-23;10324.672;9564.262;92.635
MADEIRA;2023-11-23;313.73;22.891;7.2964
MANAUS-AMAPA;2023-11-23;785.737;217.296;27.6551
NORDESTE;2023-11-23;51691.226;29068.338;56.2346
NORTE;2023-11-23;14488.55;7391.869;51.0187
PARANA;2023-11-23;140595.976;89322.248;63.5312
PARANAPANEMA;2023-11-23;11832.754;9500.908;80.2933
SUDESTE;2023-11-23;50972.214;32712.196;64.1765
SUL;2023-11-23;10134.571;9723.441;95.9433
TELES PIRES;2023-11-23;900.655;180.255;20.0138
BELO MONTE;2023-11-24;28.109;6.091;21.6692
IGUACU;2023-11-24;10324.672;9627.085;93.2435
MADEIRA;2023-11-24;313.73;23.452;7.4752
MANAUS-AMAPA;2023-11-24;785.737;214.058;27.243
NORDESTE;2023-11-24;51691.226;28935.64;55.9779
NORTE;2023-11-24;14488.55;7368.803;50.8595
PARANA;2023-11-24;140595.976;89137.074;63.3994
PARANAPANEMA;2023-11-24;11832.754;9512.424;80.3906
SUDESTE;2023-11-24;50972.214;32656.532;64.0673
SUL;2023-11-24;10134.571;9580.426;94.5321
TELES PIRES;2023-11-24;900.655;180.255;20.0138
BELO MONTE;2023-11-25;28.109;6.001;21.349
IGUACU;2023-11-25;10324.672;9713.195;94.0775
MADEIRA;2023-11-25;313.73;23.654;7.5396
MANAUS-AMAPA;2023-11-25;785.737;212.403;27.0323
NORDESTE;2023-11-25;51691.226;28812.482;55.7396
NORTE;2023-11-25;14488.55;7357.557;50.7819
PARANA;2023-11-25;140595.976;89157.769;63.4142
PARANAPANEMA;2023-11-25;11832.754;9545.68;80.6717
SUDESTE;2023-11-25;50972.214;32631.422;64.0181
SUL;2023-11-25;10134.571;9512.719;93.8641
TELES PIRES;2023-11-25;900.655;179.286;19.9062
BELO MONTE;2023-11-26;28.109;5.878;20.9115
IGUACU;2023-11-26;10324.672;9856.284;95.4634
MADEIRA;2023-11-26;313.73;23.393;7.4564
MANAUS-AMAPA;2023-11-26;785.737;211.05;26.8601
NORDESTE;2023-11-26;51691.226;28728.957;55.578
NORTE;2023-11-26;14488.55;7350.44;50.7328
PARANA;2023-11-26;140595.976;89261.653;63.4881
PARANAPANEMA;2023-11-26;11832.754;9591.27;81.057
SUDESTE;2023-11-26;50972.214;32604.497;63.9652
SUL;2023-11-26;10134.571;9486.072;93.6011
TELES PIRES;2023-11-26;900.655;176.908;19.6421
BELO MONTE;2023-11-27;28.109;5.849;20.8083
IGUACU;2023-11-27;10324.672;9909.583;95.9796
MADEIRA;2023-11-27;313.73;23.0;7.3311
MANAUS-AMAPA;2023-11-27;785.737;210.523;26.7931
NORDESTE;2023-11-27;51691.226;28589.933;55.3091
NORTE;2023-11-27;14488.55;7333.951;50.6189
PARANA;2023-11-27;140595.976;89011.353;63.31
PARANAPANEMA;2023-11-27;11832.754;9596.325;81.0997
SUDESTE;2023-11-27;50972.214;32577.383;63.912
SUL;2023-11-27;10134.571;9427.047;93.0187
TELES PIRES;2023-11-27;900.655;175.674;19.5051
BELO MONTE;2023-11-28;28.109;5.729;20.3814
IGUACU;2023-11-28;10324.672;9999.992;96.8553
MADEIRA;2023-11-28;313.73;22.252;7.0927
MANAUS-AMAPA;2023-11-28;785.737;208.345;26.5159
NORDESTE;2023-11-28;51691.226;28434.24;55.0079
NORTE;2023-11-28;14488.55;7318.12;50.5097
PARANA;2023-11-28;140595.976;88842.841;63.1902
PARANAPANEMA;2023-11-28;11832.754;9627.67;81.3646
SUDESTE;2023-11-28;50972.214;32586.226;63.9294
SUL;2023-11-28;10134.571;9491.478;93.6545
TELES PIRES;2023-11-28;900.655;174.529;19.378
